,HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,AptAge
2164,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,381415,2.0
2165,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,184513,22.0
2166,corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014.0,1.0,192.0,71681,1.0
2168,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,914.0,216814,8.0
2171,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,644.0,268141,1.0
2172,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,640.0,276106,1.0
2173,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,168141,6.0
2174,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,508.0,94690,29.0
2178,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,110619,10.0
2179,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,228318,8.0
2180,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,910.0,389380,0.0
2182,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,65486,23.0
2183,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,114159,23.0
2185,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,166371,23.0
2187,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,914.0,203539,23.0
2188,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,644.0,253982,1.0
2191,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,640.0,88495,23.0
2193,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,226548,7.0
2194,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,182743,10.0
2195,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,197345,10.0
2196,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,190265,9.0
2197,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,814.0,214159,9.0
2200,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,183628,10.0
2203,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,250000,10.0
2205,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,644.0,264601,1.0
2207,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,80530,23.0
2211,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1288.0,181415,22.0
2213,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,278761,10.0
2214,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1412.0,386725,9.0
2216,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,451327,8.0
2217,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,82035,23.0
2218,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,122123,23.0
2220,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,198849,9.0
2222,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,154867,29.0
2223,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,1167.0,216814,7.0
2224,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,185840,9.0
2226,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,123893,10.0
2229,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,80973,23.0
2231,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,192920,22.0
2232,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,123008,23.0
2234,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,176548,22.0
2235,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,910.0,199115,29.0
2237,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,814.0,199115,9.0
2238,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,93362,22.0
2239,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,233628,8.0
2247,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1149.0,281415,9.0
2248,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,149557,29.0
2250,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,326548,7.0
2251,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,146460,10.0
2252,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,240707,9.0
2254,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,154867,22.0
2256,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,197345,8.0
2258,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,237168,8.0
2261,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,644.0,303539,0.0
2263,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,309734,2.0
2264,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,508.0,51327,29.0
2266,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1437.0,271681,9.0
2267,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,170796,9.0
2271,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,779.0,111504,37.0
2274,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,113274,22.0
2275,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985.0,3.0,587.0,86283,30.0
2277,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,274336,7.0
2278,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1483.0,309734,8.0
2281,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,811.0,208407,9.0
2282,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,857.0,223008,9.0
2283,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,230088,9.0
2284,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,233628,7.0
2288,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,115044,10.0
2289,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,182743,22.0
2290,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1629.0,458407,8.0
2293,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,250442,8.0
2294,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,212389,10.0
2295,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,175221,10.0
2296,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,216814,8.0
2297,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1690.0,451327,8.0
2299,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,547.0,57522,29.0
2301,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1743.0,349557,9.0
2302,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,340707,1.0
2303,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1743.0,278761,9.0
2307,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1803.0,225663,22.0
2308,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,1184.0,219469,10.0
2312,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,221238,10.0
2313,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,238938,8.0
2318,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,1448.0,140707,23.0
2319,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,201769,9.0
2322,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,640.0,110619,23.0
2325,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,914.0,353097,1.0
2327,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,243362,7.0
2329,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,640.0,283185,1.0
2330,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,250442,8.0
2331,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,209734,10.0
2333,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,1160.0,207964,6.0
2335,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,189380,22.0
2336,corridor,5min~10min,no_subway_nearby,1.0,4.0,1.0,218.0,2014.0,1.0,156.0,59292,1.0
2339,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,388495,1.0
2340,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,185840,8.0
2341,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,132300,22.0
2344,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,119469,22.0
2345,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,460176,8.0
2346,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,843.0,325663,1.0
2348,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1629.0,460176,8.0
2349,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,218584,8.0
2351,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,346902,2.0
2353,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,558.0,110176,18.0
2354,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,253097,7.0
2355,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,168141,7.0
2356,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014.0,2.0,288.0,107079,1.0
2357,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,285840,8.0
2358,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,381415,8.0
2359,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,266371,10.0
2360,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,644.0,85398,18.0
2361,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,349557,1.0
2363,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1803.0,527433,8.0
2365,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,1167.0,336283,7.0
2366,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1334.0,343362,8.0
2367,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,318584,2.0
2369,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,269911,8.0
2370,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,209734,10.0
2371,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,143212,6.0
2372,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1519.0,458407,8.0
2373,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,464601,8.0
2374,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,246230,2.0
2375,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1313.0,156637,29.0
2381,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,914.0,173451,18.0
2382,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,96902,22.0
2385,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,215929,8.0
2386,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,189823,9.0
2390,corridor,5min~10min,Daegu,2.0,5.0,0.0,76.0,1985.0,3.0,676.0,64601,30.0
2391,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,140707,37.0
2392,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,393805,8.0
2394,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,1448.0,137168,23.0
2397,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,408849,8.0
2399,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,118141,22.0
2402,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,1160.0,358407,6.0
2403,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1803.0,385398,9.0
2404,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,94690,22.0
2409,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,165929,10.0
2411,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,1160.0,234513,6.0
2412,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,151327,23.0
2413,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,477876,8.0
2414,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,248884,2.0
2415,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,238053,29.0
2417,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,212389,9.0
2418,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,199115,9.0
2419,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,247345,9.0
2422,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,103539,10.0
2425,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,298230,9.0
2426,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,914.0,371681,1.0
2427,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,190265,9.0
2428,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,128318,10.0
2429,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,169292,10.0
2432,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,130973,22.0
2433,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,265486,6.0
2434,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,286725,8.0
2437,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,307964,6.0
2438,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,400000,8.0
2439,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,1160.0,208849,6.0
2440,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,558.0,66814,18.0
2442,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,914.0,338053,1.0
2443,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,65486,23.0
2444,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,144690,29.0
2445,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,188053,9.0
2449,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,640.0,129203,23.0
2450,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,86283,22.0
2451,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,335398,8.0
2452,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,185840,10.0
2453,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1483.0,314159,8.0
2454,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,89380,22.0
2455,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,221238,29.0
2457,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,811.0,226548,9.0
2458,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,292035,8.0
2461,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,323008,8.0
2464,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,361061,2.0
2465,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,1167.0,307964,7.0
2466,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,210176,10.0
2469,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1803.0,469026,9.0
2471,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1761.0,185840,22.0
2472,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,558.0,143362,18.0
2473,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,90265,22.0
2475,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1437.0,300884,9.0
2476,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,362831,1.0
2480,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,914.0,221238,23.0
2482,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1273.0,291150,8.0
2484,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,1184.0,166814,10.0
2485,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,165486,7.0
2486,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,353982,1.0
2487,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,644.0,278761,0.0
2488,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,644.0,74778,18.0
2490,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,261061,8.0
2491,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,169469,10.0
2492,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,163716,23.0
2493,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,1327.0,203539,37.0
2496,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,49734,23.0
2497,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1437.0,278318,9.0
2498,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,392743,8.0
2500,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,636.0,212389,9.0
2501,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,247787,9.0
2502,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1803.0,282053,22.0
2504,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1313.0,170796,29.0
2505,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1690.0,460176,8.0
2506,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1451.0,218584,22.0
2507,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,274336,9.0
2508,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1437.0,424778,9.0
2509,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1796.0,254867,29.0
2511,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,376991,2.0
2512,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,914.0,354867,0.0
2514,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1288.0,176991,22.0
2517,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,265486,9.0
2520,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,134513,22.0
2525,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,209734,8.0
2526,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,644.0,78761,18.0
2527,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,361061,1.0
2530,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,379646,1.0
2531,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,194690,10.0
2533,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,644.0,136283,18.0
2535,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,178761,10.0
2536,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,113274,22.0
2537,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,161504,7.0
2538,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,248672,8.0
2539,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,1192.0,300442,9.0
2540,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,255752,9.0
2543,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,636.0,237168,9.0
2544,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1334.0,348672,8.0
2546,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,640.0,132743,23.0
2549,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,910.0,156637,29.0
2550,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,221238,8.0
2556,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,269026,6.0
2557,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1419.0,238938,8.0
2558,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,238938,10.0
2562,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,190265,22.0
2565,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1803.0,278761,22.0
2566,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,174336,37.0
2568,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,243362,8.0
2569,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,80530,10.0
2570,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,276991,9.0
2571,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,353982,8.0
2573,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,261946,8.0
